ID,台語羅馬字,台語羅馬字2,台語漢字,華語對譯,英文,pos_h
444,an2-piN2,,俺扁,;扁形;,,
445,an2-se3-e5,an2-soe3-e5,俺細的,;兄弟;,,Na
446,an3,,按,;打從;按;從;推估;推斷;預計;,,P1;P4;VC;VE
447,an3,,案,;案;,,b
448,an3 chia,an3 chia5,按chia,;從這裡;,,
449,an3-cheng5,,案情,;案情;,,Na
450,aN3-cheng5-hiaN3-au7,,aN3前向後,;前仰後合;,,VH
451,an3-chiau3,,按照,;依照;,,P4
452,an3-choaN2,,按怎,;如何;為何;幹什麼;幹麼;,,VA;Dh;Dj;VH
453,an3-choaN2-iuN7,,按怎樣,;怎樣;,,Dh
454,an3-ha7,,按下,;按下;擱下;擱置;,,VR;VC
455,aN3-hiN7,,偃耳,;傾耳;,,Dh
456,aN3-hiN7-thiaN,,偃耳聽,;傾聽;,,VC
457,an3-hoat,,案發,;案發;,,VA
458,aN3-io,,aN3腰,;折腰;哈腰;彎腰;,,VA
459,an3-iu5,,案由,;案由;,,Na
460,an3-iuN7,,按樣,;照樣;,,Dh
461,an3-jit8,,按日,;按日;,,Dh
462,an3-ki5,,按期,;按期;,,Dd
463,an3-kiaN7,,案件,;案子;案件;,,Na
464,an3-kng3,,案卷,;案卷;,,Na
465,an3-le7,,按例,;按例;,,Dh
466,an3-li2,,按理,;按理;,,Dh
467,aN3--loh8-khi3,aN3--loh8-khu3,aN3落去,;俯下去;彎腰;,,VA
468,aN3--loh8-lai5,,aN3落來,;彎下;,,VR
469,an3-meh8,hoaN7-meh8,按脈,;把脈;診脈;,,VB
470,an3-mou5,,按摩,;按摩;,,VB
471,an3-nai7,,案內,;引導;招呼;招待;案內;接待;,,VC
472,an3-ni,an3-ne,按呢,;那麼;那樣;這麼;這樣;,,Da;Nf;Dh;Df
473,an3-ni-seN,an3-ni-siN,按呢生,;這樣子;,,Na;Dh
474,an3-peng-put-tong7,,按兵不動,;按兵不動;,,VA
475,an3-poaN5,,按盤,;估計;,,VE
476,an3-pou7-chiu7-pan,,按部就班,;按部就班;,,Dh
477,an3-si5,,按時,;按時;,,Dd
478,aN3-sin,,aN3身,;哈腰;彎腰;俯身;,,VA
479,an3-sng3,,按算,;打算;估計;估量;計算;料想;掂掇;預期;,,VF;VC;VE
480,an3-te2,an3-toe2,案底,;前科;,,Na
481,aN3-thau5,,aN3頭,;低頭;俯首;,,VA;Dh
482,an3-thau5-lai5,,按頭來,;從頭來;,,
483,an3-tiaN7,,按定,;預定;,,VE
484,an3-toh,,案桌,;供桌;案桌;,,Na
485,aN5,,aN5,;左右袒;向著;佔有;庇護;,,VC
486,an5,,an5,;牢靠;,,VH
487,aN5,,aN5,;拉進;,,
488,an5,,an5,;恆;拮据;窄巴;,,b;VH
489,aN5,,aN5,;袒護;,,VJ
490,an5,,an5,;緊巴巴;,,
491,aN5,,攔,;向著;袒護;遮蔽;,,VC;VJ
492,an5-an5,,an5-an5,;緊緊;,,Dh
493,aN5-chah8,,aN5閘,;掩蓋;袒護;,,VC;VJ
494,aN5-chhin,,攔親,;偏袒親信;護短;,,VA
495,aN5-chiah8,,aN5食,;拉來吃;,,
496,aN5-cho3,aN5-choe3,aN5做,;堅持自己做;,,
497,an5-khang,,an5空,;吃緊;拮据;錢根子緊;,,VH
498,aN5-kui-peng5,,攔歸peng5,;偏袒;,,VJ
499,an5-pek-pek,,an5逼逼,;逼迫;,,VF
500,an5-so3,,an5燥,;拮据;,,VH
501,an5-tauh-tauh,,an5-tauh-tauh,;耐久;,,VH
502,an5-tiu-tiu,,an5丟丟,;緊巴巴;緊綁綁;緊繃繃;,,
503,an5-tong3-tong3,,an5-tong3-tong3,;緊緊的;緊綁綁;很緊;,,
504,an5-tu-tu,,an5-tu-tu,;緊綁綁;,,
505,aN7,,餡,;餡;,,Na
506,an7-ki5,,限期,;延期;緩期;,,VB
507,an7-tiaN7,,限定,;限定;,,VK
508,a-nai2,,阿奶,;夫人;,,Na
509,a-nai2-niu5,,阿奶娘,;貴夫人;,,
510,an-bin5,,安眠,;安眠;安睡;,,VA
511,an-bin5-ioh8,,安眠藥,;安眠藥;,,Na
512,an-cheng7,,安靜,;安靜;,,VH
513,an-chhah,,安插,;安插;,,VC
514,an-chhu3,,安厝,;安葬;,,VC
515,an-choaN2,,安怎,;怎麼;,,Dj;VH
516,an-choaN2 chhong3,,安怎創,;怎麼辦;,,VA
517,an-choaN2 kong2,,安怎講,;怎麼說;,,VH
518,an-choaN2 pan7,,安怎辦,;怎麼辦;,,VA
519,an-choan5,,安全,;安全;,,VH
520,an-choan5-bo7,,安全帽,;安全帽;鋼盔;,,Na
521,an-choan5-kam2,,安全感,;安全感;,,Na
522,an-choan5-thui,,安全梯,;安全梯;,,Na
523,an-choan5-to2,,安全島,;安全島;,,Nc
524,an-choan5-toa3,,安全帶,;安全帶;,,Na
525,an-chong,,安裝,;安裝;,,VC
526,an-chong7,,安葬,;安葬;,,VC
527,ang,,尪,;泥偶;,,
528,ang,,翁,;丈夫;夫;先生;老公;翁;,,Na;b
529,ang3,,甕,;甕;,,Na
530,ang3,,齆,;齆;,,
531,ang3-a2,,甕仔,;小甕;壇;,,b
532,ang3-chhai3,,甕菜,;空心菜;,,Na
533,ang3-chhng3,,甕串,;黃鰭鮪;鮪魚;,,Na
534,ang3-lang2,,甕籠,;冥頑;褦襶;不明事理;乖戾;,,VH
535,ang3-lang2-chhiah,,甕籠赤,;潑辣;,,VH
536,ang3-phiN7,,齆鼻,;鼻塞;,,VH
537,ang3-phiN7-a2,,齆鼻仔,;齉鼻兒;,,
538,ang3-phiN7-siaN,,齆鼻聲,;鼻塞聲;,,
539,ang3-siaN,,甕聲,;神氣活現;甕聲甕氣;,,VH
540,ang3-siaN,,齆聲,;鼻音;,,Na
541,ang3-siaN5,,甕城,;甕城;,,Na
542,ang3-tang3,,甕凍,;愚頑;,,
543,ang3-te2-hi3,ang3-toe2-hi3,甕底戲,;壓軸戲;,,Na
544,ang3-tok8,,甕毒,;陰毒;,,
545,ang3-tou7,,甕肚,;小氣;心地不良;陰毒;陰險;壞心眼;壞心腸;,,Na;VH
546,ang5,,紅,;紅;當紅;,,VH
547,ang5-bah,,紅肉,;黃鰭鮪;,,
548,ang5-bah-a2,,紅肉仔,;紅檜;,,Na
549,ang5-bah-chheng5,,紅肉榕,;雀榕;,,
550,ang5-bak8,,紅目,;火眼;紅眼;眼紅;眼饞;結膜炎;,,Na;VH
551,ang5-bak8-chiau2,,紅目鳥,;朱連雀;,,
552,ang5-bak8-kaiN5,,紅目睚,;曳絲大眼鯛;,,
553,ang5-bak8-kau5,,紅目猴,;條紋二鬚巴;,,
554,ang5-bak8-kiN5,,紅目墘,;角膜炎;紅眼症;結膜炎;,,Na
555,ang5-bak8-kong2,,紅目管,;大眼鯛;,,
556,ang5-bak8-lian5,,紅目鰱,;大眼鯛;曳絲大眼鯛;紅目大眼鯛;紅眼鱸;,,
557,ang5-be2-thau5,,紅馬頭,;紅馬頭魚;,,
558,ang5-bin5-chhng5,,紅眠床,;八腳眠床;,,
559,ang5-bin7,,紅面,;赤紅面兒;紅面;,,
560,ang5-bin7-be2,,紅面馬,;日本馬頭魚;紅馬頭魚;,,
561,ang5-bin7-hoan,,紅面番,;紅面番;,,
562,ang5-bo7-a2,,紅帽仔,;紅帽子;,,
563,ang5-boe2,ang5-be2,紅尾,;藍圓參;,,
564,ang5-bok8,,紅木,;水錦樹;紅木;,,Na
565,ang5-bu5,,紅,;赤胸;,,
566,ang5-chang,,紅鯮,;赤鯮;,,
567,ang5-chau,,紅糟,;酒糟;,,Na
568,ang5-chau-phiN7,,紅糟鼻,;酒糟鼻;,,
569,ang5-chha5,,紅柴,;台灣樹蘭;厚皮香;紅柴;,,
570,ang5-chhai3,,紅菜,;紅菜;紅鳳菜;茄子;蘿蔔;,,Na
571,ang5-chhai3-thau5,,紅菜頭,;紅蘿蔔;胡蘿蔔;,,Na
572,ang5-chhan5-ou,,紅田烏,;蓮子草;,,
573,ang5-chheN,ang5-chhiN,紅星,;紅星;,,Na
574,ang5-chheng5,,紅松,;赤松;,,
575,ang5-chheng5-peh,,紅松柏,;台灣華山松;紅松柏;,,
576,ang5-chhi,,紅蛆,;水蚤;,,
577,ang5-chhi3-chhang,,紅刺蔥,;食茱萸;越椒;,,
578,ang5-chhiah,,紅赤,;赤紅;,,
579,ang5-chhiah-boe2,ang5-chhiah-be2,紅赤尾,;羅氏圓參;,,
580,ang5-chhiah-chhiah,,紅赤赤,;赤紅;,,
581,ang5-chhiah-lin5-thou5,,紅赤仁土,;紅壤;,,
582,ang5-chhiu7-m5,,紅樹梅,;楊梅;,,Nc
583,ang5-chhiu-kou,,紅秋姑,;紅帶海鯡鯉;紅魚;紅鰽魚;條紋緋鯉;,,Na
584,ang5-chhun-chhiu7,,紅椿樹,;香椿;,,Na
585,ang5-chi2-bi5,,紅紫薇,;百日紅;紫薇;,,Na;Nb
586,ang5-chi2-sou,,紅紫蘇,;紫蘇;,,
587,ang5-chiau2-a2,,紅鳥仔,;朱雀;酒紅朱雀;,,
588,ang5-chim5,,紅蟳,;紅蟳;螃蟹;,,Na
589,ang5-chio,,紅椒,;紅椒;,,Na
590,ang5-chio,,紅蕉,;紅蕉;美人蕉;,,
591,ang5-chioh8-a2,,紅石仔,;紅寶石;,,Na
592,ang5-chioh8-hoe,,紅石花,;石花菜;,,Na
593,ang5-chiu2,,紅酒,;紅酒;,,
594,ang5-chng-a2,,紅磚仔,;紅磚;,,Na
595,ang5-cho2,,紅棗,;紅棗;,,Na
596,ang5-cho5,,紅鰽,;松鯛;紫紅笛鯛;銀紋笛鯛;,,
597,ang5-cho5-hi5,ang5-cho5-hu5,紅鰽魚,;紅鰽魚;,,
598,ang5-chu2-jin5,,紅子仁,;巴豆;,,Na
599,ang5-chu-a2,,紅珠仔,;七日暈;,,
600,ang5-chu-bok8,,紅珠木,;相思子;,,Na
601,ang5-chu-chu,,紅朱朱,;紅咚咚;紅艷艷;,,
602,ang5-chui2-kio5,,紅水茄,;刺茄;,,
603,ang5-chu-le5,,紅珠螺,;紅螺;,,
604,ang5-eN,,紅嬰,;產兒;,,
605,ang5-eN-a2,,紅嬰仔,;嬰兒;嬰孩;,,Na
606,ang5-eng,,紅鶯,;大緋鳥;朱鸝;,,
607,ang5-eng,,紅鷹,;紅隼;,,
608,ang5-ge5,,紅牙,;紅潤;,,VH
609,ang5-ge5,,紅霓,;白裡透紅;紅潤;,,VH
610,ang5-giam5-kong,,紅嚴公,;大眼鯛;,,
611,ang5-gin5-chu,ang5-gun5-chu,紅銀朱,;丹砂;朱砂;珠砂;硃砂;,,Na
612,ang5-gin5-chu-pit,ang5-gun5-chu-pit,紅銀朱筆,;朱筆;,,
613,ang5-gu5-boe2,ang5-gu5-be2,紅牛尾,;牛尾魚;,,
614,ang5-ha5,,紅霞,;紅霞;,,Na
615,Ang5-hai2,,紅海,;紅海;,,Nc
616,ang5-hai2-chhai3,,紅海菜,;石花菜;,,Na
617,ang5-hai2-chit,,紅海鯽,;白頸赤尾冬;,,
618,ang5-hak8,,紅學,;紅學;,,Na
619,ang5-hang,,紅魟,;赤土魟;,,
620,ang5-hap8-hoe,,紅合花,;辣椒;,,Na
621,ang5-hau7,,紅鱟,;旭蟹;,,
622,ang5-he5,,紅霞,;彤雲;紅霞;彩霞;晚霞;,,Na
623,ang5-he5-hoe,,紅蝦花,;紅蝦花;,,
624,ang5-heng-chiau2,,紅胸鳥,;鴝鳥;,,
625,ang5-hi5,ang5-hu5,紅魚,;紅姑魚;條紋緋鯉;,,
626,ang5-hia7,,紅蟻,;紅蟻;,,
627,ang5-hioh8,,紅葉,;紅葉;,,Na
628,ang5-ho,,紅熇,;淡紅;,,A
629,ang5-hoaN2,,紅幻,;粉紅;淡紅;,,A
630,ang5-hoan5,,紅礬,;砒霜;,,Na
631,ang5-hoe-bi2,,紅花米,;深紅;,,
632,ang5-hoe-hi5,ang5-hoe-hu5,紅花魚,;石首魚;黃魚;,,Na
633,ang5-hoe-khi7,,紅花柿,;山紅柿;,,
634,ang5-hoe-tiam2,,紅花點,;紅斑;,,Na
635,ang5-hoh8,,紅鶴,;朱鷺;紅鶴;,,
636,ang5-ho-ho,,紅熇熇,;鮮紅;,,VH
637,ang5-hong7-chhai3,,紅鳳菜,;紅菜;,,
638,ang5-hun,,紅薰,;煙絲;旱煙;,,Na
639,ang5-hun5,,紅雲,;彤雲;,,Na
640,ang5-hut8-song,,紅佛桑,;扶桑花;,,
641,ang5-iam7,,紅艷,;鮮紅;,,VH
642,ang5-iam7-chheN-chhui3,ang5-iam7-chhiN-chhui3,紅艷青翠,;奼紫嫣紅;,,VH
643,ang5-ioh8-chui2,,紅藥水,;汞溴紅;紅汞;紅藥水;,,Na
644,ang5-iuN5,,紅楊,;苦瓜;,,Na
645,ang5-ji7,,紅字,;赤字;紅字;,,Na
646,ang5-jiat8-peN7,ang5-jiat8-piN7,紅熱病,;紅熱病;猩紅熱;,,Na
647,ang5-jin5,,紅仁,;蛋黃;,,Na
648,ang5-jin5-thou5,,紅仁土,;紅土;紅壤土;,,Na
649,ang5-kah-hah8,,紅甲箬,;番鵑;,,
650,ang5-kak-chhi3,,紅角刺,;薊;,,b
651,ang5-kam,,紅甘,;紅甘參;紫青甘參;,,
652,ang5-kam,,紅柑,;紅柑;,,
653,ang5-ka-tang,,紅茄苳,;五梨跤;紅茄苳;紅樹;,,Na
654,ang5-ka-tiaN,,紅茄朾,;紅樹;,,Na
655,ang5-kau2-bo2,ang5-kau2-bu2,紅狗母,;長條蛇鯔;,,
656,ang5-kau2-chan,,紅九層,;台灣柯;,,
657,ang5-kau2-chan,,紅校欑,;台灣木欑;,,
658,ang5-kau2-hia7,,紅蚼蟻,;紅蟻;,,
659,ang5-kau3-chan,,紅校欑,;台灣柯;,,
660,ang5-kau7-khak,,紅厚殼,;瓊崖海棠;,,
661,ang5-ke,ang5-koe,紅雞,;黑鯛;,,
662,ang5-ke-a2,ang5-koe-a2,紅雞仔,;赤鰭笛鯛;隆背笛鯛;,,
663,ang5-ke-iu5,ang5-koe-iu5,紅雞油,;榔榆;,,
664,ang5-ke-jiu5,ang5-koe-jiu5,紅雞榆,;榔榆;,,
665,ang5-ke-kang,ang5-koe-kang,紅雞公,;濱鯛;,,
666,ang5-kha-a2,,紅腳仔,;台灣山鷓鴣;藍腹鷴;,,
667,ang5-kha-chiau2,,紅腳鳥,;紅腳秧雞;緋秧雞;,,
668,ang5-khau2-tin5,,紅口藤,;雞血藤;,,
669,ang5-kha-ut8,,紅腳鷸,;赤足鷸;,,
670,ang5-khi7,,紅柿,;台東柿;柿子;,,Na
671,ang5-ki3,,紅痣,;朱砂痣;硃砂痣;,,Na
672,ang5-ki3-ki3,,紅記記,;紅咚咚;,,
673,ang5-ki5,,紅旗,;紅旗;,,Na
674,ang5-ki-ki,,紅吱吱,;紅樸樸;紅咚咚;,,
675,ang5-kin,ang5-kun,紅筋,;血管;青筋;,,Na
676,ang5-kio5,,紅茄,;紅茄;茄子;,,Na
677,ang5-kio7,,紅轎,;花轎;彩轎;,,Na
678,ang5-kioh,,紅腳,;紅角兒;,,
679,ang5-koah,,紅葛,;地錦;,,
680,ang5-koe3,,紅檜,;紅檜;,,Na
681,ang5-koe5-hi5,ang5-koe5-hu5,紅鮭魚,;紅帶參;,,
682,ang5-koe-hi5,ang5-koe-hu5,紅瓜魚,;大黃魚;小黃魚;黃花魚;黃魚;,,Na
683,ang5-kok-tan,,紅閣丹,;孤挺花;,,
684,ang5-kong3-kong3,,紅貢貢,;紅咚咚;,,
685,ang5-kou-hi5,ang5-kou-hu5,紅姑魚,;金線魚;,,
686,ang5-ku,,紅龜,;紅龜;,,
687,ang5-kui-a2,,紅kui仔,;野鴝;,,
688,ang5-ku-ke2,ang5-ku-koe2,紅龜粿,;紅龜;,,
689,ang5-kun,,紅軍,;紅軍;,,Na
690,ang5-kut-choa5,,紅骨蛇,;台灣何首烏;印度牛膝;地錦;南五味子;黑點珍珠菜;雞屎藤;,,
691,ang5-kut-teng2,,紅骨頂,;紅冠水雞;,,
692,ang5-la5-pak8,,紅蘿蔔,;胡蘿蔔;,,Na
693,ang5-lam5,,紅楠,;紅楠;,,
694,ang5-lang5,,紅人,;紅人;,,Na
695,Ang5-lau5-bang7,,紅樓夢,;紅樓夢;,,Nb
696,ang5-le5,,紅螺,;紅螺;,,
697,ang5-lek8-a2,,紅礫仔,;日本擬隆頭魚;竹葉鸚鯛;隆頭魚;,,
698,ang5-lek8-teng,,紅綠燈,;紅綠燈;,,Na
699,ang5-li7,,紅利,;紅利;,,Na
700,ang5-lian5-hi5,ang5-lian5-hu5,紅鰱魚,;鮭魚;,,Na
701,ang5-lin5-thou5,,紅仁土,;肥沃土壤;紅壤;,,
702,ang5-liok8,,紅蓼,;水蓼;,,
703,ang5-lip8,,紅鴗,;赤翡翠;,,
704,ang5-me2-a2,,紅猛仔,;紅萵苣;,,
705,ang5-mi5,,紅棉,;木棉;,,Na
706,ang5-mng5,,紅毛,;紅毛;,,Na
707,ang5-mng5-be2,,紅毛碼,;羅馬數字;,,Na
708,ang5-mng5-heng7,,紅毛莧,;紅毛莧;,,
709,ang5-mng5-hoe,ang5-mng5-he,紅毛灰,;水泥;,,Na
710,ang5-mng5-thou5,,紅毛土,;水泥;洋灰;,,Na
711,ang5-mou-chhau2,,紅毛草,;金絲草;,,
712,ang5-mou-hoe,ang5-mou-he,紅毛灰,;洋灰;水泥;,,Na
713,ang5-niau,,紅貓,;平頷;粗首;,,
714,ang5-niu5,,紅娘,;紅娘;,,Na
715,ang5-niu5-a2,,紅娘仔,;紅簾魚;,,
716,ang5-nng7,,紅卵,;紅蛋;,,
717,ang5-ou-thiap,,紅烏帖,;紅白帖子;,,
718,ang5-pan,,紅斑,;紅斑;,,Na
719,ang5-pau,,紅包,;折干;紅包;賞封;壓歲錢;,,Na
720,ang5-pau-chhiu7,,紅包樹,;木蠟樹;,,
721,ang5-peh-kak,ang5-poeh-kak,紅八角,;大茴香;,,
722,ang5-pha3-pha3,ang5-pha7-pha7,紅泡泡,;紅咚咚;,,
723,ang5-phaN3-phaN3,,紅冇冇,;紅火;紅艷艷;紅咚咚;,,Na
724,ang5-phian3,,紅片,;名片;,,Na
725,ang5-phiN7,,紅鼻,;酒糟鼻;,,
726,ang5-phiN7-thau5,,紅鼻頭,;石榴鼻;酒糟鼻;,,
727,ang5-phoe5-chhai3,ang5-phe5-chhai3,紅皮菜,;茄子;,,Na
728,ang5-phoe5-kho,ang5-phe5-kho,紅皮柯,;鉤栗;,,
729,ang5-phoe5-sio,ang5-phe5-sio,紅皮燒,;鉤栗;,,
730,ang5-pi-moa5,,紅蓖麻,;蓖麻;,,
731,ang5-po2-chioh8,,紅寶石,;紅寶石;,,Na
732,ang5-poaN2,,紅魬,;魬鯛;,,
733,ang5-poaN5,,紅盤,;紅盤;,,Na;s
734,ang5-sam,,紅杉,;紅杉;紅豆杉;,,Na
735,ang5-sam-chhit,,紅三七,;蚌蘭;,,
736,ang5-sek,,紅色,;紅色;,,Na
737,ang5-si3-kio7,,紅四轎,;花轎;,,Na
738,ang5-si-chhng,,紅絲瘡,;淋巴管炎;,,
739,ang5-sim,,紅心,;紅心;,,Na
740,ang5-sim-a2,,紅心仔,;七日暈;,,
741,ang5-sim-peh,,紅心柏,;圓柏;,,
742,ang5-sio,,紅燒,;紅燒;,,VC
743,ang5-sip8-ji7,,紅十字,;紅十字;,,Na
744,Ang5-sip8-ji7-hoe7,,紅十字會,;紅十字會;,,Nb
745,ang5-si-teng,,紅絲疔,;淋巴管炎;,,
746,ang5-siu3-kiu5,,紅繡球,;矮仙丹;,,
747,ang5-soa,,紅鯊,;紅鯊;,,
748,ang5-soa-hi5,ang5-soa-hu5,紅沙魚,;赤鰭笛鯛;,,
749,ang5-soaN3-chhau2,,紅線草,;紅藤仔草;,,
750,ang5-sun5,,紅巡,;巡;紅條;,,VC
751,ang5-tam7,,紅淡,;台灣楊桐;厚皮香;,,
752,ang5-tam7-pi2,,紅淡比,;紅淡比;森氏紅淡比;,,
753,ang5-tang5,,紅銅,;赤銅;紅銅;純銅;,,Na
754,ang5-tau7,,紅豆,;赤小豆;紅豆;海紅豆;,,Na
755,ang5-tau7-sam,,紅豆杉,;紅豆杉;,,
756,ang5-te5,,紅茶,;紅茶;,,Na
757,ang5-tek,,紅竹,;朱蕉;紅竹;,,
758,ang5-tek-chat,,紅竹節,;紅竹蛇;,,
759,ang5-tek-choa5,,紅竹蛇,;紅竹蛇;,,
760,ang5-teng,,紅燈,;紅燈;,,Na
761,ang5-teng-a2,,紅丁仔,;條紋緋鯉;,,
762,ang5-thau5,,紅頭,;杜氏鸚哥魚;,,
763,ang5-thau5-a2,,紅頭仔,;紅頭山雀;,,
764,ang5-thau5-su7,,紅頭嶼,;蘭嶼;,,Nc
765,ang5-thng5,,紅糖,;紅糖;,,Na
766,ang5-tho5,,紅桃,;桃樹;,,Na
767,ang5-thou5,,紅土,;紅土;,,Na
768,ang5-thou5-chu,,紅土朱,;紅土;鐵丹;,,Na
769,ang5-thou5-leng5,,紅土龍,;鱸鰻;,,
770,ang5-thui2-a2,,紅腿仔,;野鴨;綠頭鴨;,,Na
771,ang5-ti3-choa5,,紅蒂蛇,;獼猴桃;,,
772,ang5-ti-bo2,ang5-tu-bu2,紅豬母,;赤腹遊蛇;,,
773,ang5-tiu-tiu,,紅丟丟,;紅咚咚;紅通通;,,VH
774,ang5-toaN5,,紅檀,;紫檀;,,
775,ang5-tou7-koan,,紅杜鵑,;杜鵑花;,,Na
776,ang5-tou7-pi,,紅杜蓖,;蓖麻;,,
777,ang7-siaN,,旺聲,;提高嗓門;揚言;,,VE
778,ang-a2,,尪仔,;人物畫;玩偶;洋娃娃;偶人;偶像;圖畫;,,Na
779,ang-a2-bin7,,尪仔面,;瓜子臉;娃娃臉;面具;假面具;,,Na
780,ang-a2-bou2,,翁仔某,;小倆口;夫妻;夫妻倆;兩口子;夫婦;,,Nh;Na
781,ang-a2-chheh,,尪仔冊,;小人兒書;連環畫;圖畫書;漫畫書;,,Na
782,ang-a2-chhut,,尪仔出,;戲出兒;,,
783,ang-a2-chia2,,翁仔姐,;夫妻;夫婦;伉儷;,,Nh;Na
784,ang-a2-chia2-a2,,翁仔姐仔,;公母倆;,,
785,ang-a2-jin5,,尪仔仁,;眸子;瞳孔;,,Na
786,ang-a2-kio7,,尪仔轎,;神轎;,,
787,ang-a2-lin5,,尪仔仁,;眸子;,,Na
788,ang-a2-mih8,,尪仔物,;玩具;,,Na
789,ang-a2-phiau,,尪仔標,;紙牌;商標;商標玩具;,,Na
790,ang-a2-piau,,尪仔標,;商標;商標玩具;,,Na
791,ang-a2-thau5,,尪仔頭,;扮相;瞳人;瞳孔;臉蛋兒;,,Na
792,ang-a2-tou5,,尪仔圖,;人物畫;漫畫;,,Na
793,ang-bou2,,翁某,;夫妻;夫婦;伉儷;,,Nh;Na
794,ang-bou2-a2,,翁某仔,;公母倆;公婆;兩口子;,,Na
795,ang-chia2-a2,,翁姐仔,;伉儷;,,Nh
796,ang-i5,,尪姨,;女巫;巫婆;靈媒;神婆;,,Na
797,ang-i5-po5,,尪姨婆,;女巫;,,Na
798,ang-ke3-toh,,尪架桌,;神明桌;,,
799,ang-keh-toh,,尪閣桌,;供桌;神明桌;神桌;,,Na
800,ang-lian5,,尪聯,;神聯;,,
801,ang-po5,,尪婆,;女巫;巫婆;,,Na
802,ang-po5,,翁婆,;夫妻;老夫婦;,,Na
803,ang-sai3,,翁婿,;丈夫;女婿;夫婿;,,Na
804,an-gui5,,安危,;安危;,,Na
805,an-ho5,,安和,;安和;,,VH
806,an-hu2,,安撫,;安撫;,,VJ
807,An-hui,,安徽,;安徽;,,Nc
808,an-hui-tha-beng7,,安非他命,;安非他命;,,Na
809,an-hun7,,安份,;安份;,,VH
810,A-ni2-kip8-li7-a,,阿爾及利亞,;阿爾及利亞;,,Nc
811,an-i5,an-u5,安於,;安於;,,VJ
812,a-nia5,,阿娘,;母親;媽媽;,,Na
813,a-nia5-oeh,,阿娘喂,;我的媽呀;,,
814,an-iaN5,,安營,;chah營;,,
815,an-iang2,an-iong2,安養,;安養;,,VJ
816,a-niau,,阿貓,;阿貓;,,Na
817,a-niu5,a2-niu5,阿娘,;媽媽;,,Na
818,an-jian5,,安然,;安然;,,Dh
819,an-jian5-bo5-iang7,an-jian5-bo5-iong7,安然無恙,;安然無恙;,,VH
820,an-ka,,安家,;安家;,,VA
821,an-khong,,安康,;安康;琵琶魚;,,Na;VH
822,an-ki,,安基,;奠基;,,VB
823,an-kim,,安金,;貼金;,,VA
824,An-ko-la2,,安哥拉,;安哥拉;,,Nc
825,An-lam5,,安南,;安南;,,Nc
826,an-leng5,,安寧,;安寧;,,VH
827,an-leng5,,安靈,;安靈;,,
828,An-li2-hoe7,,安理會,;安理會;,,Nc
829,an-lok8,,安樂,;安樂;,,VH
830,an-lok8-i2,,安樂椅,;安樂椅;搖椅;,,Na
831,an-lok8-kong,,安樂公,;安樂公;,,
832,an-lok8-si2,,安樂死,;安樂死;,,Na
833,An-na7,,安娜,;安娜;,,Nb
834,An-ni5,,安妮,;安妮;,,Nb
835,an-nia5,,安娘,;母親;媽媽;,,Na
836,an-nia5-oeh,,俺娘oeh,;我的媽呀;,,
837,an-pai5,,安排,;安排;,,VE
838,an-peng5,,安平,;安平;,,VH
839,an-peng5-hi5,an-peng5-hu5,安平魚,;虱目魚;,,Na
840,An-peng5-kang2,,安平港,;安平港;,,Nc
841,an-san2,,安產,;順產;,,
842,an-sek,,安息,;安息;,,VH
843,an-sim,,安心,;心安;安心;放心;,,VK;VH
844,an-sin5-ioh8,,安神藥,;鎮定劑;,,Na
845,an-siong5,,安祥,;安祥;,,VH
846,an-sui7,,安睡,;安眠;,,VA
847,an-tah,,安搭,;安置;安頓;安慰;安撫;,,VC;VJ
848,an-taN2,,安打,;安打;,,Na
849,An-tang,,安東,;安東;,,Nc
850,an-teng7,,安定,;安定;,,VH
851,an-teng7-seng3,,安定性,;安定性;,,Na
852,an-thai,,安胎,;安胎;,,VA
853,an-thai-hu5,,安胎符,;安胎符;,,
854,an-thou2,,安土,;安葬;,,VC
855,an-ti3,,安置,;安置;,,VC
856,an-tun3,,安頓,;安頓;,,VC
857,an-ui3,,安慰,;安慰;慰藉;,,VC
858,an-un2,,安穩,;安穩;,,VH
859,ap,,壓,;壓;,,VC
860,ap8-a2,,盒仔,;匣子;盒子;,,Na;Nf
861,a-pa,,阿爸,;爸爸;,,Na
862,a-pa5,,阿爸,;父親;爹爹;,,Na
863,a-pah,,阿爸,;爸爸;,,Na
864,ap-bou5,,壓模,;模壓;,,
865,ap-che3,,壓制,;抑制;壓制;,,VC
866,a-peh,,阿伯,;大伯;大爺;伯父;伯伯;阿伯;,,Na
867,a-peng-ko,,阿兵哥,;士兵;阿兵哥;軍人;,,Na
868,a-pha2-to3,,a-pha2-to3,;公寓;,,Na
869,a-phian3,,鴉片,;鴉片;,,Na
870,a-phian3-ko,,鴉片膏,;煙膏;,,Na
871,a-phian3-kui2,,鴉片鬼,;煙鬼;,,Na
872,a-phian3-thou5,,鴉片塗,;煙土;,,Na
873,ap-kiaN,,壓驚,;壓驚;,,VB
874,ap-lek8,,壓力,;壓力;,,Na
875,a-po5,,阿婆,;老太太;老婆子;阿婆;嬤嬤;,,Na
876,a-po5-chiN5,,阿婆錢,;排錢草;,,
877,ap-pek,,壓迫,;壓迫;,,VC
878,ap-siok,,壓縮,;壓縮;,,VR
879,ap-soah,,壓煞,;鎮煞;,,
880,ap-to2-lang5,,壓倒人,;壓倒人;,,
